transaction_id,user_id,timestamp,amount,transaction_type,merchant_category,merchant_id,city,device_id,status,receiver_id
TXN00007993,U00616,2026-02-26 13:18:00,806.83,P2M,Other,M00035,Pune,D01440,SUCCESS,M00035
TXN00018202,U01452,2026-02-26 13:19:00,202.46,P2M,Food,M01169,Chennai,D02581,SUCCESS,M01169
TXN00011207,U04385,2026-02-26 13:21:00,293.7,P2P,P2P,,Hyderabad,D04038,SUCCESS,U01458
TXN00030197,U02476,2026-02-26 13:24:00,70.69,P2M,Shopping,M00361,Chennai,D02883,SUCCESS,M00361
TXN00039396,U00663,2026-02-26 13:29:00,521.0,P2P,P2P,,Mumbai,D00321,SUCCESS,U04257
TXN00007394,U00066,2026-02-26 13:29:00,149.41,P2P,P2P,,Ahmedabad,D00160,SUCCESS,U00731
TXN00004522,U03591,2026-02-26 13:29:00,499.29,P2M,Grocery,M00622,Bengaluru,D01242,PENDING,M00622
TXN00006743,U01967,2026-02-26 13:36:00,52.84,P2M,Education,M00554,Delhi,D02497,SUCCESS,M00554
TXN00046866,U00489,2026-02-26 13:36:00,325.97,P2M,Education,M00174,Chennai,D04349,SUCCESS,M00174
TXN00018508,U00446,2026-02-26 13:45:00,184.0,P2M,Utilities,M00062,Kolkata,D00561,SUCCESS,M00062
TXN00023549,U01376,2026-02-26 13:47:00,276.04,P2M,Other,M00179,Hyderabad,D01768,SUCCESS,M00179
TXN00019830,U03369,2026-02-26 13:55:00,125.16,P2P,P2P,,Pune,D03012,SUCCESS,U00004
TXN00031341,U00268,2026-02-26 14:04:00,229.89,P2P,P2P,,Pune,D02067,SUCCESS,U02495
TXN00004424,U01145,2026-02-26 14:07:00,447.64,P2M,Other,M00675,Hyderabad,D03691,SUCCESS,M00675
TXN00022447,U01590,2026-02-26 14:09:00,112.91,P2M,Travel,M01492,Kolkata,D01696,SUCCESS,M01492
TXN00038038,U00002,2026-02-26 14:15:00,172.69,P2M,Other,M00348,Hyderabad,D02007,SUCCESS,M00348
TXN00016216,U04940,2026-02-26 14:28:00,592.53,P2P,P2P,,Delhi,D00240,SUCCESS,U04176
TXN00041256,U00862,2026-02-26 14:29:00,1160.4,P2M,Other,M00125,Pune,D03426,SUCCESS,M00125
TXN00005344,U01431,2026-02-26 14:30:00,124.32,P2M,Other,M01013,Chennai,D04042,SUCCESS,M01013
TXN00045494,U01240,2026-02-26 14:54:00,61.06,P2M,Food,M01459,Bengaluru,D03683,SUCCESS,M01459
TXN00025606,U04456,2026-02-26 14:56:00,393.24,P2M,Utilities,M00202,Mumbai,D02044,FAILED,M00202
TXN00040541,U03667,2026-02-26 14:58:00,170.95,P2M,Fuel,M01291,Hyderabad,D01767,SUCCESS,M01291
TXN00036473,U02803,2026-02-26 14:58:00,441.84,P2M,Fuel,M00480,Kolkata,D00798,SUCCESS,M00480
TXN00032477,U04180,2026-02-26 14:59:00,119.17,P2M,Food,M00278,Hyderabad,D00527,SUCCESS,M00278
TXN00002745,U00796,2026-02-26 14:59:00,23.33,P2M,Entertainment,M01091,Bengaluru,D00930,SUCCESS,M01091
TXN00011945,U03045,2026-02-26 15:09:00,1113.33,P2P,P2P,,Chennai,D01037,FAILED,U00454
TXN00047492,U01035,2026-02-26 15:10:00,164.99,P2P,P2P,,Kolkata,D02005,SUCCESS,U04951
TXN00023461,U00381,2026-02-26 15:32:00,94.69,P2M,Healthcare,M00630,Kolkata,D02208,SUCCESS,M00630
TXN00047506,U04800,2026-02-26 15:42:00,218.62,P2M,Healthcare,M01170,Delhi,D00135,SUCCESS,M01170
TXN00045759,U03936,2026-02-26 15:42:00,116.05,P2M,Education,M00271,Hyderabad,D00070,SUCCESS,M00271
TXN00044158,U00273,2026-02-26 15:45:00,64.58,P2M,Food,M00460,Mumbai,D00255,SUCCESS,M00460
TXN00049009,U03649,2026-02-26 15:51:00,221.12,P2M,Shopping,M00119,Pune,D01335,FAILED,M00119
TXN00033089,U01509,2026-02-26 16:05:00,95.12,P2P,P2P,,Bengaluru,D00241,SUCCESS,U03570
TXN00020268,U01823,2026-02-26 16:05:00,93.41,P2M,Utilities,M00603,Bengaluru,D03102,SUCCESS,M00603
TXN00012205,U00444,2026-02-26 16:08:00,705.6,P2P,P2P,,Pune,D02595,SUCCESS,U03655
TXN00006462,U00969,2026-02-26 16:23:00,68.1,P2M,Travel,M00762,Chennai,D00711,SUCCESS,M00762
TXN00015220,U01071,2026-02-26 16:24:00,423.56,P2P,P2P,,Bengaluru,D00962,SUCCESS,U01645
TXN00034910,U04838,2026-02-26 16:26:00,60.78,P2P,P2P,,Delhi,D03133,SUCCESS,U03824
TXN00008892,U00956,2026-02-26 16:28:00,314.58,P2P,P2P,,Hyderabad,D00307,SUCCESS,U04771
TXN00007508,U03990,2026-02-26 16:29:00,103.62,P2M,Healthcare,M00195,Delhi,D03271,SUCCESS,M00195
TXN00030453,U04732,2026-02-26 16:31:00,104.01,P2M,Healthcare,M00892,Pune,D03787,SUCCESS,M00892
TXN00037821,U00494,2026-02-26 16:41:00,70.81,P2M,Food,M00197,Delhi,D01154,SUCCESS,M00197
TXN00028369,U01224,2026-02-26 16:43:00,88.83,P2M,Fuel,M00625,Chennai,D03731,SUCCESS,M00625
TXN00007434,U03513,2026-02-26 16:48:00,91.31,P2M,Grocery,M00452,Delhi,D01025,SUCCESS,M00452
TXN00041858,U02948,2026-02-26 16:48:00,177.53,P2M,Utilities,M00299,Pune,D01188,SUCCESS,M00299
TXN00015313,U00480,2026-02-26 16:58:00,691.27,P2P,P2P,,Bengaluru,D02054,SUCCESS,U01350
TXN00020080,U01956,2026-02-26 17:00:00,174.61,P2P,P2P,,Hyderabad,D03586,SUCCESS,U04988
TXN00037356,U01326,2026-02-26 17:08:00,332.19,P2P,P2P,,Kolkata,D03505,SUCCESS,U00749
TXN00047532,U00896,2026-02-26 17:08:00,399.01,P2M,Travel,M00251,Chennai,D01332,SUCCESS,M00251
TXN00026375,U03030,2026-02-26 17:14:00,102.51,P2P,P2P,,Chennai,D02674,SUCCESS,U00079
TXN00048276,U01330,2026-02-26 17:22:00,165.41,P2P,P2P,,Chennai,D02052,SUCCESS,U02752
TXN00000291,U01524,2026-02-26 17:23:00,167.85,P2P,P2P,,Ahmedabad,D00311,SUCCESS,U01366
TXN00036217,U04636,2026-02-26 17:24:00,63.27,P2M,Food,M00206,Pune,D00216,SUCCESS,M00206
TXN00003563,U04457,2026-02-26 17:25:00,31.14,P2P,P2P,,Hyderabad,D00943,SUCCESS,U01755
TXN00009268,U04138,2026-02-26 17:32:00,38.97,P2P,P2P,,Mumbai,D01592,SUCCESS,U00305
TXN00024133,U03877,2026-02-26 17:43:00,174.16,P2P,P2P,,Delhi,D00172,SUCCESS,U02099
TXN00021854,U04445,2026-02-26 18:01:00,195.26,P2M,Shopping,M00404,Delhi,D00884,SUCCESS,M00404
TXN00030601,U02447,2026-02-26 18:13:00,89.86,P2P,P2P,,Bengaluru,D01210,SUCCESS,U00110
TXN00009264,U01384,2026-02-26 18:41:00,104.43,P2M,Travel,M01417,Delhi,D04189,SUCCESS,M01417
TXN00026208,U02893,2026-02-26 18:41:00,202.39,P2P,P2P,,Bengaluru,D03492,SUCCESS,U00876
TXN00006782,U02461,2026-02-26 18:43:00,201.84,P2M,Grocery,M01474,Ahmedabad,D00069,SUCCESS,M01474
TXN00023371,U02693,2026-02-26 18:55:00,623.5,P2M,Travel,M01264,Chennai,D01044,SUCCESS,M01264
TXN00041212,U03769,2026-02-26 18:56:00,441.35,P2P,P2P,,Bengaluru,D01920,SUCCESS,U01722
TXN00032876,U00007,2026-02-26 18:59:00,323.04,P2M,Fuel,M00647,Delhi,D01792,SUCCESS,M00647
TXN00005016,U01179,2026-02-26 19:11:00,129.67,P2M,Other,M00505,Pune,D01602,SUCCESS,M00505
TXN00006757,U04115,2026-02-26 19:14:00,268.86,P2P,P2P,,Mumbai,D03857,SUCCESS,U03805
TXN00041520,U03943,2026-02-26 19:16:00,111.58,P2M,Shopping,M01311,Bengaluru,D03887,SUCCESS,M01311
TXN00012031,U04686,2026-02-26 19:21:00,289.05,P2P,P2P,,Pune,D02916,SUCCESS,U02791
TXN00012793,U03211,2026-02-26 19:25:00,837.36,P2M,Other,M00994,Ahmedabad,D04074,SUCCESS,M00994
TXN00033071,U04250,2026-02-26 19:27:00,588.33,P2P,P2P,,Mumbai,D02432,SUCCESS,U00361
TXN00023951,U01784,2026-02-26 19:40:00,40.8,P2M,Utilities,M00777,Hyderabad,D03804,SUCCESS,M00777
TXN00020854,U02190,2026-02-26 19:40:00,666.05,P2M,Utilities,M00338,Hyderabad,D01932,SUCCESS,M00338
TXN00015564,U03451,2026-02-26 19:40:00,24.28,P2M,Healthcare,M00195,Hyderabad,D00048,SUCCESS,M00195
TXN00038775,U01329,2026-02-26 19:51:00,112.64,P2M,Food,M00712,Hyderabad,D00765,SUCCESS,M00712
TXN00026064,U04192,2026-02-26 20:01:00,343.73,P2M,Healthcare,M00242,Chennai,D02811,SUCCESS,M00242
TXN00039307,U00722,2026-02-26 20:04:00,56.59,P2P,P2P,,Kolkata,D02351,SUCCESS,U00589
TXN00043824,U01464,2026-02-26 20:04:00,520.22,P2P,P2P,,Ahmedabad,D02171,SUCCESS,U00166
TXN00008318,U04017,2026-02-26 20:11:00,409.33,P2P,P2P,,Bengaluru,D03250,SUCCESS,U01509
TXN00007282,U02858,2026-02-26 20:15:00,640.9,P2M,Utilities,M00490,Hyderabad,D03282,SUCCESS,M00490
TXN00023386,U00217,2026-02-26 20:18:00,157.75,P2M,Entertainment,M00306,Ahmedabad,D03396,SUCCESS,M00306
TXN00034598,U04593,2026-02-26 20:23:00,91.79,P2M,Education,M00689,Chennai,D00625,SUCCESS,M00689
TXN00019893,U02265,2026-02-26 20:43:00,107.39,P2M,Travel,M00997,Pune,D03581,SUCCESS,M00997
TXN00026527,U01736,2026-02-26 20:44:00,64.02,P2M,Healthcare,M00364,Kolkata,D02640,SUCCESS,M00364
TXN00006380,U03971,2026-02-26 20:54:00,213.03,P2M,Healthcare,M01096,Delhi,D03162,SUCCESS,M01096
TXN00025293,U02562,2026-02-26 21:01:00,95.99,P2P,P2P,,Kolkata,D02074,SUCCESS,U02265
TXN00028942,U02244,2026-02-26 21:09:00,54.3,P2M,Food,M00226,Ahmedabad,D04429,SUCCESS,M00226
TXN00023498,U01846,2026-02-26 21:11:00,231.22,P2M,Utilities,M00726,Ahmedabad,D01151,SUCCESS,M00726
TXN00023688,U03076,2026-02-26 21:16:00,372.89,P2P,P2P,,Pune,D01212,SUCCESS,U03287
TXN00037467,U00284,2026-02-26 21:25:00,518.94,P2M,Food,M01201,Pune,D01625,SUCCESS,M01201
TXN00030855,U00864,2026-02-26 21:27:00,68.42,P2P,P2P,,Chennai,D02562,SUCCESS,U01985
TXN00001353,U01899,2026-02-26 21:30:00,317.43,P2M,Food,M00013,Hyderabad,D03677,SUCCESS,M00013
TXN00042563,U00142,2026-02-26 21:30:00,398.81,P2M,Other,M00438,Ahmedabad,D04451,SUCCESS,M00438
TXN00015507,U00813,2026-02-26 21:31:00,253.63,P2M,Food,M01392,Bengaluru,D01138,SUCCESS,M01392
TXN00016671,U03619,2026-02-26 21:41:00,47.77,P2M,Entertainment,M00176,Hyderabad,D04271,SUCCESS,M00176
TXN00040572,U04132,2026-02-26 21:44:00,201.98,P2P,P2P,,Pune,D03407,SUCCESS,U04512
TXN00027121,U00757,2026-02-26 21:51:00,290.16,P2M,Travel,M01076,Bengaluru,D00344,SUCCESS,M01076
TXN00049968,U01579,2026-02-26 21:57:00,200.59,P2M,Other,M00425,Chennai,D01684,SUCCESS,M00425
TXN00032936,U00401,2026-02-26 22:02:00,554.0,P2M,Utilities,M00491,Ahmedabad,D00423,SUCCESS,M00491
TXN00029610,U04881,2026-02-26 22:03:00,90.58,P2M,Other,M01443,Pune,D04200,SUCCESS,M01443
TXN00024399,U04010,2026-02-26 22:06:00,111.61,P2M,Grocery,M00123,Chennai,D03360,SUCCESS,M00123
TXN00034238,U02110,2026-02-26 22:50:00,54.73,P2M,Travel,M00834,Pune,D04269,SUCCESS,M00834
TXN00000497,U01227,2026-02-26 22:50:00,82.96,P2M,Utilities,M00777,Ahmedabad,D00800,SUCCESS,M00777
TXN00012422,U01708,2026-02-26 22:54:00,54.07,P2M,Other,M01295,Chennai,D01830,SUCCESS,M01295
TXN00044323,U03087,2026-02-26 22:56:00,448.29,P2M,Grocery,M00150,Delhi,D01177,SUCCESS,M00150
TXN00017105,U02667,2026-02-26 23:01:00,555.95,P2P,P2P,,Mumbai,D00584,SUCCESS,U01562
TXN00036418,U02169,2026-02-26 23:04:00,198.18,P2P,P2P,,Pune,D03919,SUCCESS,U04623
TXN00038697,U01088,2026-02-26 23:12:00,79.77,P2M,Other,M00274,Chennai,D01885,SUCCESS,M00274
TXN00030444,U04427,2026-02-26 23:17:00,358.42,P2P,P2P,,Mumbai,D04395,SUCCESS,U00654
TXN00038914,U03768,2026-02-26 23:18:00,174.95,P2P,P2P,,Delhi,D02484,SUCCESS,U01885
TXN00003215,U01356,2026-02-26 23:36:00,374.38,P2M,Fuel,M00379,Ahmedabad,D03146,SUCCESS,M00379
TXN00043486,U02418,2026-02-26 23:36:00,60.31,P2M,Fuel,M01371,Chennai,D03219,SUCCESS,M01371
TXN00035694,U02066,2026-02-26 23:38:00,21.81,P2M,Grocery,M01209,Delhi,D01454,SUCCESS,M01209
TXN00018326,U02180,2026-02-26 23:44:00,333.08,P2M,Grocery,M00472,Hyderabad,D01943,SUCCESS,M00472
TXN00041369,U04118,2026-02-27 00:05:00,954.88,P2M,Other,M01427,Ahmedabad,D00163,SUCCESS,M01427
TXN00018956,U00599,2026-02-27 00:09:00,139.19,P2M,Other,M00984,Mumbai,D00408,SUCCESS,M00984
TXN00040013,U00178,2026-02-27 00:10:00,244.01,P2P,P2P,,Bengaluru,D01827,PENDING,U02285
TXN00005482,U02509,2026-02-27 00:12:00,293.84,P2M,Food,M00632,Ahmedabad,D01099,SUCCESS,M00632
TXN00043145,U03301,2026-02-27 00:14:00,53.76,P2P,P2P,,Bengaluru,D00227,SUCCESS,U03598
TXN00003164,U01818,2026-02-27 00:23:00,111.01,P2M,Shopping,M01176,Ahmedabad,D04062,SUCCESS,M01176
TXN00040091,U03498,2026-02-27 00:23:00,164.91,P2M,Travel,M01407,Kolkata,D00683,SUCCESS,M01407
TXN00001554,U01193,2026-02-27 00:25:00,99.2,P2P,P2P,,Hyderabad,D03219,SUCCESS,U02228
TXN00032275,U03695,2026-02-27 00:29:00,468.5,P2P,P2P,,Kolkata,D04027,SUCCESS,U04561
TXN00015666,U03871,2026-02-27 00:34:00,430.81,P2M,Grocery,M00118,Hyderabad,D01427,SUCCESS,M00118
TXN00044311,U04129,2026-02-27 00:36:00,64.62,P2M,Entertainment,M01341,Bengaluru,D00035,SUCCESS,M01341
TXN00048099,U02308,2026-02-27 00:37:00,434.55,P2M,Other,M00078,Ahmedabad,D02448,SUCCESS,M00078
TXN00020639,U00806,2026-02-27 00:52:00,91.51,P2P,P2P,,Ahmedabad,D00720,FAILED,U00850
TXN00045065,U04816,2026-02-27 00:55:00,161.44,P2P,P2P,,Kolkata,D03397,SUCCESS,U00662
TXN00017639,U02255,2026-02-27 00:59:00,118.86,P2M,Grocery,M00025,Hyderabad,D00087,SUCCESS,M00025
TXN00013817,U04155,2026-02-27 00:59:00,215.17,P2M,Utilities,M01221,Hyderabad,D02476,SUCCESS,M01221
TXN00039701,U01018,2026-02-27 01:10:00,405.72,P2M,Fuel,M00323,Delhi,D04418,SUCCESS,M00323
TXN00035923,U04737,2026-02-27 01:11:00,83.96,P2P,P2P,,Delhi,D03252,SUCCESS,U02132
TXN00045096,U02456,2026-02-27 01:12:00,195.01,P2M,Grocery,M01258,Kolkata,D03086,SUCCESS,M01258
TXN00022064,U01937,2026-02-27 01:27:00,425.15,P2P,P2P,,Pune,D00852,SUCCESS,U03947
TXN00001376,U02589,2026-02-27 01:31:00,167.68,P2M,Other,M00372,Chennai,D04318,SUCCESS,M00372
TXN00013352,U00602,2026-02-27 01:41:00,297.72,P2P,P2P,,Ahmedabad,D03622,FAILED,U02010
TXN00021287,U00701,2026-02-27 02:02:00,139.71,P2M,Food,M00259,Ahmedabad,D02309,SUCCESS,M00259
TXN00014262,U04468,2026-02-27 02:17:00,186.96,P2P,P2P,,Delhi,D00418,SUCCESS,U01270
TXN00021204,U02030,2026-02-27 02:21:00,113.9,P2M,Education,M01119,Bengaluru,D04231,SUCCESS,M01119
TXN00022081,U02433,2026-02-27 02:25:00,162.93,P2M,Healthcare,M00672,Delhi,D02182,SUCCESS,M00672
TXN00026941,U02947,2026-02-27 02:35:00,300.97,P2M,Healthcare,M00693,Ahmedabad,D00446,SUCCESS,M00693
TXN00008745,U02330,2026-02-27 02:38:00,1145.46,P2M,Grocery,M00614,Hyderabad,D00324,SUCCESS,M00614
TXN00004894,U03341,2026-02-27 02:42:00,180.29,P2M,Entertainment,M00791,Pune,D00065,SUCCESS,M00791
TXN00043679,U03842,2026-02-27 02:50:00,148.45,P2M,Healthcare,M00730,Chennai,D02385,SUCCESS,M00730
TXN00042407,U04885,2026-02-27 02:50:00,414.66,P2M,Education,M01059,Pune,D00843,SUCCESS,M01059
TXN00014276,U01664,2026-02-27 02:53:00,309.42,P2P,P2P,,Chennai,D04005,SUCCESS,U01999
TXN00004975,U04071,2026-02-27 02:53:00,57.33,P2M,Shopping,M00880,Pune,D01089,SUCCESS,M00880
TXN00005508,U00186,2026-02-27 02:54:00,23.29,P2M,Healthcare,M01425,Bengaluru,D02175,SUCCESS,M01425
TXN00027501,U00412,2026-02-27 02:56:00,110.67,P2M,Entertainment,M00830,Hyderabad,D04169,SUCCESS,M00830
TXN00001145,U02994,2026-02-27 03:08:00,172.93,P2M,Healthcare,M01497,Chennai,D00423,SUCCESS,M01497
TXN00037014,U01751,2026-02-27 03:11:00,128.64,P2M,Utilities,M01082,Bengaluru,D01838,FAILED,M01082
TXN00008848,U00446,2026-02-27 03:19:00,222.13,P2P,P2P,,Kolkata,D00561,SUCCESS,U03370
TXN00037640,U03418,2026-02-27 03:36:00,358.02,P2P,P2P,,Hyderabad,D02954,SUCCESS,U01576
TXN00020061,U01546,2026-02-27 03:45:00,293.79,P2M,Travel,M00788,Kolkata,D03208,SUCCESS,M00788
TXN00039267,U00263,2026-02-27 03:46:00,169.55,P2P,P2P,,Kolkata,D02132,SUCCESS,U02011
TXN00040002,U01082,2026-02-27 03:53:00,473.81,P2M,Grocery,M00685,Chennai,D02564,SUCCESS,M00685
TXN00028402,U00607,2026-02-27 03:59:00,85.47,P2M,Education,M01001,Hyderabad,D03987,SUCCESS,M01001
TXN00011206,U02628,2026-02-27 04:01:00,192.57,P2P,P2P,,Mumbai,D03192,SUCCESS,U03717
TXN00015041,U02360,2026-02-27 04:04:00,142.05,P2M,Other,M01427,Delhi,D00108,SUCCESS,M01427
TXN00030308,U01768,2026-02-27 04:15:00,188.16,P2M,Fuel,M01322,Delhi,D02316,SUCCESS,M01322
TXN00022621,U01430,2026-02-27 04:19:00,701.2,P2P,P2P,,Bengaluru,D03801,PENDING,U03093
TXN00023232,U04051,2026-02-27 04:31:00,96.6,P2M,Food,M01048,Pune,D04199,SUCCESS,M01048
TXN00039010,U00957,2026-02-27 04:35:00,383.91,P2P,P2P,,Kolkata,D02445,SUCCESS,U00475
TXN00032590,U04657,2026-02-27 04:42:00,113.4,P2P,P2P,,Pune,D01285,SUCCESS,U01508
TXN00000606,U01087,2026-02-27 04:45:00,987.6,P2M,Shopping,M00733,Mumbai,D01608,SUCCESS,M00733
TXN00036145,U01183,2026-02-27 04:47:00,235.06,P2P,P2P,,Chennai,D03113,SUCCESS,U04794
TXN00036663,U00314,2026-02-27 04:48:00,347.15,P2M,Shopping,M00484,Ahmedabad,D04021,SUCCESS,M00484
TXN00003893,U02110,2026-02-27 04:52:00,101.5,P2M,Travel,M00212,Pune,D04269,SUCCESS,M00212
TXN00023966,U04381,2026-02-27 04:52:00,325.77,P2M,Entertainment,M00230,Delhi,D00652,SUCCESS,M00230
TXN00016157,U02916,2026-02-27 04:59:00,112.77,P2M,Grocery,M00334,Kolkata,D01475,SUCCESS,M00334
TXN00019540,U03699,2026-02-27 05:03:00,872.35,P2M,Utilities,M00365,Chennai,D03130,SUCCESS,M00365
TXN00044025,U04757,2026-02-27 05:12:00,289.54,P2P,P2P,,Delhi,D02444,SUCCESS,U02187
TXN00009311,U03047,2026-02-27 05:14:00,1027.61,P2M,Utilities,M01139,Chennai,D01512,SUCCESS,M01139
TXN00045669,U02672,2026-02-27 05:18:00,250.0,P2M,Shopping,M00172,Delhi,D03143,SUCCESS,M00172
TXN00044126,U03284,2026-02-27 05:20:00,157.06,P2M,Entertainment,M00159,Ahmedabad,D04486,SUCCESS,M00159
TXN00047825,U01664,2026-02-27 05:32:00,429.2,P2M,Travel,M01069,Chennai,D04005,SUCCESS,M01069
TXN00037905,U02054,2026-02-27 05:36:00,329.99,P2M,Utilities,M01299,Bengaluru,D03680,SUCCESS,M01299
TXN00047609,U01484,2026-02-27 05:36:00,1049.92,P2P,P2P,,Ahmedabad,D01056,SUCCESS,U00895
TXN00045490,U04933,2026-02-27 05:39:00,369.24,P2M,Entertainment,M01283,Delhi,D02599,SUCCESS,M01283
TXN00023002,U00416,2026-02-27 05:40:00,268.23,P2M,Entertainment,M00149,Mumbai,D03143,SUCCESS,M00149
TXN00030233,U03133,2026-02-27 05:40:00,490.75,P2M,Healthcare,M00419,Delhi,D01785,PENDING,M00419
TXN00037411,U03454,2026-02-27 05:41:00,108.63,P2P,P2P,,Mumbai,D01732,SUCCESS,U00422
TXN00020621,U01788,2026-02-27 05:44:00,156.57,P2P,P2P,,Chennai,D03490,SUCCESS,U03572
TXN00038995,U01146,2026-02-27 05:48:00,257.83,P2P,P2P,,Ahmedabad,D01869,SUCCESS,U02084
TXN00042445,U02697,2026-02-27 05:49:00,123.08,P2M,Food,M01335,Ahmedabad,D03284,SUCCESS,M01335
TXN00042836,U02283,2026-02-27 05:52:00,45.81,P2P,P2P,,Hyderabad,D01025,SUCCESS,U00533
TXN00033748,U03059,2026-02-27 06:15:00,129.55,P2M,Shopping,M00529,Ahmedabad,D02375,SUCCESS,M00529
TXN00000309,U02454,2026-02-27 06:16:00,318.95,P2M,Shopping,M00998,Hyderabad,D04496,SUCCESS,M00998
TXN00038364,U00827,2026-02-27 06:17:00,717.08,P2P,P2P,,Kolkata,D01018,SUCCESS,U00398
TXN00048318,U00677,2026-02-27 06:19:00,508.3,P2M,Grocery,M00879,Mumbai,D00695,SUCCESS,M00879
TXN00027119,U01705,2026-02-27 06:19:00,37.26,P2P,P2P,,Mumbai,D02119,SUCCESS,U04313
TXN00014303,U02515,2026-02-27 06:21:00,702.14,P2P,P2P,,Kolkata,D03348,SUCCESS,U04753
TXN00033220,U02290,2026-02-27 06:23:00,210.56,P2M,Grocery,M01431,Chennai,D03799,SUCCESS,M01431
TXN00018530,U01824,2026-02-27 06:36:00,66.42,P2M,Travel,M00381,Pune,D01926,SUCCESS,M00381
TXN00028532,U01398,2026-02-27 06:39:00,179.07,P2M,Food,M00949,Chennai,D01040,SUCCESS,M00949
TXN00022062,U03640,2026-02-27 06:56:00,417.49,P2M,Utilities,M01211,Delhi,D00510,SUCCESS,M01211
TXN00036383,U04640,2026-02-27 07:07:00,148.42,P2M,Food,M00831,Mumbai,D00248,SUCCESS,M00831
TXN00003570,U02234,2026-02-27 07:12:00,432.0,P2M,Food,M00576,Mumbai,D00852,SUCCESS,M00576
TXN00035383,U04985,2026-02-27 07:18:00,137.17,P2M,Grocery,M00622,Mumbai,D02186,SUCCESS,M00622
TXN00005792,U00035,2026-02-27 07:20:00,23.79,P2M,Travel,M00371,Hyderabad,D01800,SUCCESS,M00371
TXN00014933,U03474,2026-02-27 07:24:00,186.31,P2P,P2P,,Pune,D03017,SUCCESS,U00598
TXN00044916,U00323,2026-02-27 07:43:00,162.67,P2P,P2P,,Hyderabad,D02060,SUCCESS,U01071
TXN00036295,U02391,2026-02-27 07:50:00,100.55,P2M,Other,M01351,Mumbai,D02473,SUCCESS,M01351
TXN00009513,U04674,2026-02-27 07:55:00,460.53,P2P,P2P,,Delhi,D00536,SUCCESS,U02214
TXN00043753,U04510,2026-02-27 07:59:00,119.96,P2P,P2P,,Hyderabad,D01057,SUCCESS,U03403
TXN00049567,U04106,2026-02-27 07:59:00,385.3,P2M,Shopping,M01115,Mumbai,D02552,SUCCESS,M01115
TXN00011825,U02556,2026-02-27 08:01:00,77.44,P2M,Utilities,M01211,Mumbai,D01466,SUCCESS,M01211
TXN00032932,U02149,2026-02-27 08:06:00,297.65,P2M,Healthcare,M01086,Chennai,D00623,SUCCESS,M01086
TXN00019585,U00060,2026-02-27 08:11:00,2138.85,P2P,P2P,,Hyderabad,D04101,SUCCESS,U00107
TXN00020734,U04121,2026-02-27 08:13:00,1124.09,P2P,P2P,,Mumbai,D01440,SUCCESS,U03121
TXN00011878,U03114,2026-02-27 08:19:00,154.55,P2M,Other,M01212,Mumbai,D00480,SUCCESS,M01212
TXN00002142,U03936,2026-02-27 08:25:00,209.19,P2P,P2P,,Hyderabad,D00070,SUCCESS,U00618
TXN00000786,U02209,2026-02-27 08:27:00,502.03,P2M,Utilities,M00511,Bengaluru,D04411,SUCCESS,M00511
TXN00007161,U03861,2026-02-27 08:45:00,252.5,P2M,Shopping,M01373,Pune,D01682,SUCCESS,M01373
TXN00021387,U01951,2026-02-27 08:46:00,280.48,P2M,Food,M00707,Kolkata,D00519,SUCCESS,M00707
TXN00015365,U00448,2026-02-27 08:47:00,58.54,P2M,Utilities,M00415,Bengaluru,D00741,SUCCESS,M00415
TXN00018949,U01441,2026-02-27 09:01:00,112.65,P2M,Travel,M00868,Ahmedabad,D00491,SUCCESS,M00868
TXN00039801,U00103,2026-02-27 09:05:00,77.32,P2M,Fuel,M01284,Hyderabad,D03790,SUCCESS,M01284
TXN00024684,U02509,2026-02-27 09:06:00,96.2,P2M,Utilities,M00631,Ahmedabad,D01099,SUCCESS,M00631
TXN00036697,U02964,2026-02-27 09:15:00,384.04,P2M,Food,M00218,Ahmedabad,D01774,SUCCESS,M00218
TXN00025457,U02157,2026-02-27 09:15:00,120.77,P2M,Travel,M00116,Bengaluru,D01662,SUCCESS,M00116
TXN00016742,U03235,2026-02-27 09:31:00,132.33,P2P,P2P,,Ahmedabad,D00897,SUCCESS,U00584
TXN00029589,U00969,2026-02-27 09:33:00,215.96,P2M,Travel,M00453,Chennai,D00711,SUCCESS,M00453
TXN00021199,U00519,2026-02-27 09:37:00,423.36,P2M,Shopping,M00538,Ahmedabad,D03643,SUCCESS,M00538
TXN00002276,U02684,2026-02-27 09:40:00,79.6,P2M,Shopping,M00940,Mumbai,D02114,FAILED,M00940
TXN00006995,U01210,2026-02-27 09:53:00,117.19,P2P,P2P,,Mumbai,D00363,SUCCESS,U02854
TXN00021745,U00568,2026-02-27 09:57:00,86.53,P2P,P2P,,Mumbai,D03886,SUCCESS,U02447
TXN00033669,U00668,2026-02-27 09:59:00,137.58,P2M,Shopping,M00071,Pune,D03349,SUCCESS,M00071
TXN00019143,U04865,2026-02-27 10:03:00,72.42,P2M,Fuel,M00794,Chennai,D02841,SUCCESS,M00794
TXN00005245,U04054,2026-02-27 10:06:00,457.72,P2P,P2P,,Bengaluru,D04438,SUCCESS,U01643
TXN00006762,U01414,2026-02-27 10:12:00,169.67,P2P,P2P,,Mumbai,D01467,SUCCESS,U01240
TXN00033561,U03545,2026-02-27 10:13:00,418.77,P2M,Grocery,M01222,Hyderabad,D01575,SUCCESS,M01222
